localidade,cultura,data,ndvi
BARREIRAS,SOJA,2014-03-22 00:00:00+00:00,0.4818
BARREIRAS,SOJA,2014-03-30 00:00:00+00:00,0.4295
BARREIRAS,SOJA,2014-04-07 00:00:00+00:00,0.4147
BARREIRAS,SOJA,2014-04-15 00:00:00+00:00,0.4223
BARREIRAS,SOJA,2014-04-23 00:00:00+00:00,0.4259
BARREIRAS,SOJA,2014-05-01 00:00:00+00:00,0.405
BARREIRAS,SOJA,2014-05-09 00:00:00+00:00,0.3789
BARREIRAS,SOJA,2014-05-17 00:00:00+00:00,0.3469
BARREIRAS,SOJA,2014-05-25 00:00:00+00:00,0.2863
BARREIRAS,SOJA,2014-06-02 00:00:00+00:00,0.2743
BARREIRAS,SOJA,2014-06-10 00:00:00+00:00,0.2782
BARREIRAS,SOJA,2014-06-18 00:00:00+00:00,0.3019
BARREIRAS,SOJA,2014-06-26 00:00:00+00:00,0.371
BARREIRAS,SOJA,2014-07-04 00:00:00+00:00,0.4339
BARREIRAS,SOJA,2014-07-12 00:00:00+00:00,0.4999
BARREIRAS,SOJA,2014-07-20 00:00:00+00:00,0.5577
BARREIRAS,SOJA,2014-07-28 00:00:00+00:00,0.5919
BARREIRAS,SOJA,2014-08-05 00:00:00+00:00,0.6639
BARREIRAS,SOJA,2014-08-13 00:00:00+00:00,0.6312
BARREIRAS,SOJA,2014-08-21 00:00:00+00:00,0.6036
BARREIRAS,SOJA,2014-08-29 00:00:00+00:00,0.5759
BARREIRAS,SOJA,2014-09-06 00:00:00+00:00,0.5276
BARREIRAS,SOJA,2014-09-14 00:00:00+00:00,0.4863
BARREIRAS,SOJA,2014-09-22 00:00:00+00:00,0.4444
BARREIRAS,SOJA,2014-09-30 00:00:00+00:00,0.4583
BARREIRAS,SOJA,2014-10-08 00:00:00+00:00,0.483
BARREIRAS,SOJA,2014-10-16 00:00:00+00:00,0.4498
BARREIRAS,SOJA,2014-10-24 00:00:00+00:00,0.4224
BARREIRAS,SOJA,2014-11-01 00:00:00+00:00,0.3733
BARREIRAS,SOJA,2014-11-09 00:00:00+00:00,0.3202
BARREIRAS,SOJA,2014-11-17 00:00:00+00:00,0.2835
BARREIRAS,SOJA,2014-11-25 00:00:00+00:00,0.2713
BARREIRAS,SOJA,2014-12-03 00:00:00+00:00,0.3296
BARREIRAS,SOJA,2014-12-11 00:00:00+00:00,0.3914
BARREIRAS,SOJA,2014-12-19 00:00:00+00:00,0.4958
BARREIRAS,SOJA,2014-12-27 00:00:00+00:00,0.6062
BARREIRAS,SOJA,2015-01-01 00:00:00+00:00,0.7117
BARREIRAS,SOJA,2015-01-09 00:00:00+00:00,0.7839
BARREIRAS,SOJA,2015-01-17 00:00:00+00:00,0.8345
BARREIRAS,SOJA,2015-01-25 00:00:00+00:00,0.8781
BARREIRAS,SOJA,2015-02-02 00:00:00+00:00,0.8489
BARREIRAS,SOJA,2015-02-10 00:00:00+00:00,0.8142
BARREIRAS,SOJA,2015-02-18 00:00:00+00:00,0.8056
BARREIRAS,SOJA,2015-02-26 00:00:00+00:00,0.7933
BARREIRAS,SOJA,2015-03-06 00:00:00+00:00,0.7982
BARREIRAS,SOJA,2015-03-14 00:00:00+00:00,0.7497
BARREIRAS,SOJA,2015-03-22 00:00:00+00:00,0.6577
BARREIRAS,SOJA,2015-03-30 00:00:00+00:00,0.5838
BARREIRAS,SOJA,2015-04-07 00:00:00+00:00,0.477
BARREIRAS,SOJA,2015-04-15 00:00:00+00:00,0.403
BARREIRAS,SOJA,2015-04-23 00:00:00+00:00,0.3493
BARREIRAS,SOJA,2015-05-01 00:00:00+00:00,0.312
BARREIRAS,SOJA,2015-05-09 00:00:00+00:00,0.3149
BARREIRAS,SOJA,2015-05-17 00:00:00+00:00,0.2781
BARREIRAS,SOJA,2015-05-25 00:00:00+00:00,0.2528
BARREIRAS,SOJA,2015-06-02 00:00:00+00:00,0.287
BARREIRAS,SOJA,2015-06-10 00:00:00+00:00,0.3963
BARREIRAS,SOJA,2015-06-18 00:00:00+00:00,0.4891
BARREIRAS,SOJA,2015-06-26 00:00:00+00:00,0.592
BARREIRAS,SOJA,2015-07-04 00:00:00+00:00,0.6485
BARREIRAS,SOJA,2015-07-12 00:00:00+00:00,0.7131
BARREIRAS,SOJA,2015-07-20 00:00:00+00:00,0.7193
BARREIRAS,SOJA,2015-07-28 00:00:00+00:00,0.6897
BARREIRAS,SOJA,2015-08-05 00:00:00+00:00,0.6419
BARREIRAS,SOJA,2015-08-13 00:00:00+00:00,0.6004
BARREIRAS,SOJA,2015-08-21 00:00:00+00:00,0.5217
BARREIRAS,SOJA,2015-08-29 00:00:00+00:00,0.457
BARREIRAS,SOJA,2015-09-06 00:00:00+00:00,0.3839
BARREIRAS,SOJA,2015-09-14 00:00:00+00:00,0.3597
BARREIRAS,SOJA,2015-09-22 00:00:00+00:00,0.3323
BARREIRAS,SOJA,2015-09-30 00:00:00+00:00,0.3111
BARREIRAS,SOJA,2015-10-08 00:00:00+00:00,0.3
BARREIRAS,SOJA,2015-10-16 00:00:00+00:00,0.2724
BARREIRAS,SOJA,2015-10-24 00:00:00+00:00,0.2802
BARREIRAS,SOJA,2015-11-01 00:00:00+00:00,0.3083
BARREIRAS,SOJA,2015-11-09 00:00:00+00:00,0.3184
BARREIRAS,SOJA,2015-11-17 00:00:00+00:00,0.3275
BARREIRAS,SOJA,2015-11-25 00:00:00+00:00,0.3187
BARREIRAS,SOJA,2015-12-03 00:00:00+00:00,0.3007
BARREIRAS,SOJA,2015-12-11 00:00:00+00:00,0.2897
BARREIRAS,SOJA,2015-12-19 00:00:00+00:00,0.2897
BARREIRAS,SOJA,2015-12-27 00:00:00+00:00,0.3553
BARREIRAS,SOJA,2016-01-01 00:00:00+00:00,0.4394
BARREIRAS,SOJA,2016-01-09 00:00:00+00:00,0.4774
BARREIRAS,SOJA,2016-01-17 00:00:00+00:00,0.4796
BARREIRAS,SOJA,2016-01-25 00:00:00+00:00,0.4553
BARREIRAS,SOJA,2016-02-02 00:00:00+00:00,0.4427
BARREIRAS,SOJA,2016-02-10 00:00:00+00:00,0.4515
BARREIRAS,SOJA,2016-02-18 00:00:00+00:00,0.4882
BARREIRAS,SOJA,2016-02-26 00:00:00+00:00,0.5847
BARREIRAS,SOJA,2016-03-05 00:00:00+00:00,0.6314
BARREIRAS,SOJA,2016-03-13 00:00:00+00:00,0.6417
BARREIRAS,SOJA,2016-03-21 00:00:00+00:00,0.6441
BARREIRAS,SOJA,2016-03-29 00:00:00+00:00,0.6478
BARREIRAS,SOJA,2016-04-06 00:00:00+00:00,0.6855
BARREIRAS,SOJA,2016-04-14 00:00:00+00:00,0.6886
BARREIRAS,SOJA,2016-04-22 00:00:00+00:00,0.7101
BARREIRAS,SOJA,2016-04-30 00:00:00+00:00,0.7508
BARREIRAS,SOJA,2016-05-08 00:00:00+00:00,0.7275
BARREIRAS,SOJA,2016-05-16 00:00:00+00:00,0.6939
BARREIRAS,SOJA,2016-05-24 00:00:00+00:00,0.6594
BARREIRAS,SOJA,2016-06-01 00:00:00+00:00,0.6087
BARREIRAS,SOJA,2016-06-09 00:00:00+00:00,0.5498
BARREIRAS,SOJA,2016-06-17 00:00:00+00:00,0.4588
BARREIRAS,SOJA,2016-06-25 00:00:00+00:00,0.3971
BARREIRAS,SOJA,2016-07-03 00:00:00+00:00,0.3422
BARREIRAS,SOJA,2016-07-11 00:00:00+00:00,0.294
BARREIRAS,SOJA,2016-07-19 00:00:00+00:00,0.2658
BARREIRAS,SOJA,2016-07-27 00:00:00+00:00,0.2437
BARREIRAS,SOJA,2016-08-04 00:00:00+00:00,0.2219
BARREIRAS,SOJA,2016-08-12 00:00:00+00:00,0.1953
BARREIRAS,SOJA,2016-08-20 00:00:00+00:00,0.1808
BARREIRAS,SOJA,2016-08-28 00:00:00+00:00,0.1773
BARREIRAS,SOJA,2016-09-05 00:00:00+00:00,0.1867
BARREIRAS,SOJA,2016-09-13 00:00:00+00:00,0.2049
BARREIRAS,SOJA,2016-09-21 00:00:00+00:00,0.2298
BARREIRAS,SOJA,2016-09-29 00:00:00+00:00,0.2476
BARREIRAS,SOJA,2016-10-07 00:00:00+00:00,0.2431
BARREIRAS,SOJA,2016-10-15 00:00:00+00:00,0.2379
BARREIRAS,SOJA,2016-10-23 00:00:00+00:00,0.22
BARREIRAS,SOJA,2016-10-31 00:00:00+00:00,0.1979
BARREIRAS,SOJA,2016-11-08 00:00:00+00:00,0.1941
BARREIRAS,SOJA,2016-11-16 00:00:00+00:00,0.1824
BARREIRAS,SOJA,2016-11-24 00:00:00+00:00,0.1881
BARREIRAS,SOJA,2016-12-02 00:00:00+00:00,0.2271
BARREIRAS,SOJA,2016-12-10 00:00:00+00:00,0.2482
BARREIRAS,SOJA,2016-12-18 00:00:00+00:00,0.3444
BARREIRAS,SOJA,2016-12-26 00:00:00+00:00,0.4525
BARREIRAS,SOJA,2017-01-01 00:00:00+00:00,0.5725
BARREIRAS,SOJA,2017-01-09 00:00:00+00:00,0.702
BARREIRAS,SOJA,2017-01-17 00:00:00+00:00,0.8032
BARREIRAS,SOJA,2017-01-25 00:00:00+00:00,0.8853
BARREIRAS,SOJA,2017-02-02 00:00:00+00:00,0.9281
BARREIRAS,SOJA,2017-02-10 00:00:00+00:00,0.9209
BARREIRAS,SOJA,2017-02-18 00:00:00+00:00,0.8962
BARREIRAS,SOJA,2017-02-26 00:00:00+00:00,0.7893
BARREIRAS,SOJA,2017-03-06 00:00:00+00:00,0.6531
BARREIRAS,SOJA,2017-03-14 00:00:00+00:00,0.5135
BARREIRAS,SOJA,2017-03-22 00:00:00+00:00,0.3809
BARREIRAS,SOJA,2017-03-30 00:00:00+00:00,0.2757
BARREIRAS,SOJA,2017-04-07 00:00:00+00:00,0.2281
BARREIRAS,SOJA,2017-04-15 00:00:00+00:00,0.2301
BARREIRAS,SOJA,2017-04-23 00:00:00+00:00,0.236
BARREIRAS,SOJA,2017-05-01 00:00:00+00:00,0.2241
BARREIRAS,SOJA,2017-05-09 00:00:00+00:00,0.2111
BARREIRAS,SOJA,2017-05-17 00:00:00+00:00,0.2219
BARREIRAS,SOJA,2017-05-25 00:00:00+00:00,0.2162
BARREIRAS,SOJA,2017-06-02 00:00:00+00:00,0.2482
BARREIRAS,SOJA,2017-06-10 00:00:00+00:00,0.2894
BARREIRAS,SOJA,2017-06-18 00:00:00+00:00,0.3261
BARREIRAS,SOJA,2017-06-26 00:00:00+00:00,0.4218
BARREIRAS,SOJA,2017-07-04 00:00:00+00:00,0.4842
BARREIRAS,SOJA,2017-07-12 00:00:00+00:00,0.5232
BARREIRAS,SOJA,2017-07-20 00:00:00+00:00,0.528
BARREIRAS,SOJA,2017-07-28 00:00:00+00:00,0.5148
BARREIRAS,SOJA,2017-08-05 00:00:00+00:00,0.487
BARREIRAS,SOJA,2017-08-13 00:00:00+00:00,0.4178
BARREIRAS,SOJA,2017-08-21 00:00:00+00:00,0.3483
BARREIRAS,SOJA,2017-08-29 00:00:00+00:00,0.3284
BARREIRAS,SOJA,2017-09-06 00:00:00+00:00,0.286
BARREIRAS,SOJA,2017-09-14 00:00:00+00:00,0.2624
BARREIRAS,SOJA,2017-09-22 00:00:00+00:00,0.2437
BARREIRAS,SOJA,2017-09-30 00:00:00+00:00,0.2288
BARREIRAS,SOJA,2017-10-08 00:00:00+00:00,0.2205
BARREIRAS,SOJA,2017-10-16 00:00:00+00:00,0.2094
BARREIRAS,SOJA,2017-10-24 00:00:00+00:00,0.2504
BARREIRAS,SOJA,2017-11-01 00:00:00+00:00,0.3352
BARREIRAS,SOJA,2017-11-09 00:00:00+00:00,0.4345
BARREIRAS,SOJA,2017-11-17 00:00:00+00:00,0.5797
BARREIRAS,SOJA,2017-11-25 00:00:00+00:00,0.712
BARREIRAS,SOJA,2017-12-03 00:00:00+00:00,0.7948
BARREIRAS,SOJA,2017-12-11 00:00:00+00:00,0.8651
BARREIRAS,SOJA,2017-12-19 00:00:00+00:00,0.8816
BARREIRAS,SOJA,2017-12-27 00:00:00+00:00,0.9123
BARREIRAS,SOJA,2018-01-01 00:00:00+00:00,0.9164
BARREIRAS,SOJA,2018-01-09 00:00:00+00:00,0.8822
BARREIRAS,SOJA,2018-01-17 00:00:00+00:00,0.8476
BARREIRAS,SOJA,2018-01-25 00:00:00+00:00,0.7738
BARREIRAS,SOJA,2018-02-02 00:00:00+00:00,0.6853
BARREIRAS,SOJA,2018-02-10 00:00:00+00:00,0.5958
BARREIRAS,SOJA,2018-02-18 00:00:00+00:00,0.5167
BARREIRAS,SOJA,2018-02-26 00:00:00+00:00,0.463
BARREIRAS,SOJA,2018-03-06 00:00:00+00:00,0.415
BARREIRAS,SOJA,2018-03-14 00:00:00+00:00,0.3633
BARREIRAS,SOJA,2018-03-22 00:00:00+00:00,0.358
BARREIRAS,SOJA,2018-03-30 00:00:00+00:00,0.3934
BARREIRAS,SOJA,2018-04-07 00:00:00+00:00,0.4588
BARREIRAS,SOJA,2018-04-15 00:00:00+00:00,0.5546
BARREIRAS,SOJA,2018-04-23 00:00:00+00:00,0.6722
BARREIRAS,SOJA,2018-05-01 00:00:00+00:00,0.785
BARREIRAS,SOJA,2018-05-09 00:00:00+00:00,0.8437
BARREIRAS,SOJA,2018-05-17 00:00:00+00:00,0.8507
BARREIRAS,SOJA,2018-05-25 00:00:00+00:00,0.851
BARREIRAS,SOJA,2018-06-02 00:00:00+00:00,0.8378
BARREIRAS,SOJA,2018-06-10 00:00:00+00:00,0.81
BARREIRAS,SOJA,2018-06-18 00:00:00+00:00,0.7953
BARREIRAS,SOJA,2018-06-26 00:00:00+00:00,0.81
BARREIRAS,SOJA,2018-07-04 00:00:00+00:00,0.8228
BARREIRAS,SOJA,2018-07-12 00:00:00+00:00,0.7956
BARREIRAS,SOJA,2018-07-20 00:00:00+00:00,0.7496
BARREIRAS,SOJA,2018-07-28 00:00:00+00:00,0.6813
BARREIRAS,SOJA,2018-08-05 00:00:00+00:00,0.6019
BARREIRAS,SOJA,2018-08-13 00:00:00+00:00,0.5103
BARREIRAS,SOJA,2018-08-21 00:00:00+00:00,0.4319
BARREIRAS,SOJA,2018-08-29 00:00:00+00:00,0.3823
BARREIRAS,SOJA,2018-09-06 00:00:00+00:00,0.3398
BARREIRAS,SOJA,2018-09-14 00:00:00+00:00,0.3019
BARREIRAS,SOJA,2018-09-22 00:00:00+00:00,0.2961
BARREIRAS,SOJA,2018-09-30 00:00:00+00:00,0.2887
BARREIRAS,SOJA,2018-10-08 00:00:00+00:00,0.2643
BARREIRAS,SOJA,2018-10-16 00:00:00+00:00,0.2966
BARREIRAS,SOJA,2018-10-24 00:00:00+00:00,0.3541
BARREIRAS,SOJA,2018-11-01 00:00:00+00:00,0.4167
BARREIRAS,SOJA,2018-11-09 00:00:00+00:00,0.4441
BARREIRAS,SOJA,2018-11-17 00:00:00+00:00,0.485
BARREIRAS,SOJA,2018-11-25 00:00:00+00:00,0.5268
BARREIRAS,SOJA,2018-12-03 00:00:00+00:00,0.5059
BARREIRAS,SOJA,2018-12-11 00:00:00+00:00,0.47
BARREIRAS,SOJA,2018-12-19 00:00:00+00:00,0.4686
BARREIRAS,SOJA,2018-12-27 00:00:00+00:00,0.4873
BARREIRAS,SOJA,2019-01-01 00:00:00+00:00,0.5156
BARREIRAS,SOJA,2019-01-09 00:00:00+00:00,0.5399
BARREIRAS,SOJA,2019-01-17 00:00:00+00:00,0.5946
BARREIRAS,SOJA,2019-01-25 00:00:00+00:00,0.6448
BARREIRAS,SOJA,2019-02-02 00:00:00+00:00,0.6886
BARREIRAS,SOJA,2019-02-10 00:00:00+00:00,0.7271
BARREIRAS,SOJA,2019-02-18 00:00:00+00:00,0.7439
BARREIRAS,SOJA,2019-02-26 00:00:00+00:00,0.7578
BARREIRAS,SOJA,2019-03-06 00:00:00+00:00,0.7632
BARREIRAS,SOJA,2019-03-14 00:00:00+00:00,0.7703
BARREIRAS,SOJA,2019-03-22 00:00:00+00:00,0.7841
BARREIRAS,SOJA,2019-03-30 00:00:00+00:00,0.8041
BARREIRAS,SOJA,2019-04-07 00:00:00+00:00,0.8346
BARREIRAS,SOJA,2019-04-15 00:00:00+00:00,0.8591
BARREIRAS,SOJA,2019-04-23 00:00:00+00:00,0.8804
BARREIRAS,SOJA,2019-05-01 00:00:00+00:00,0.8812
BARREIRAS,SOJA,2019-05-09 00:00:00+00:00,0.8693
BARREIRAS,SOJA,2019-05-17 00:00:00+00:00,0.8606
BARREIRAS,SOJA,2019-05-25 00:00:00+00:00,0.8428
BARREIRAS,SOJA,2019-06-02 00:00:00+00:00,0.8238
BARREIRAS,SOJA,2019-06-10 00:00:00+00:00,0.7842
BARREIRAS,SOJA,2019-06-18 00:00:00+00:00,0.7364
BARREIRAS,SOJA,2019-06-26 00:00:00+00:00,0.6587
BARREIRAS,SOJA,2019-07-04 00:00:00+00:00,0.588
BARREIRAS,SOJA,2019-07-12 00:00:00+00:00,0.5027
BARREIRAS,SOJA,2019-07-20 00:00:00+00:00,0.4309
BARREIRAS,SOJA,2019-07-28 00:00:00+00:00,0.3615
BARREIRAS,SOJA,2019-08-05 00:00:00+00:00,0.3138
BARREIRAS,SOJA,2019-08-13 00:00:00+00:00,0.2885
BARREIRAS,SOJA,2019-08-21 00:00:00+00:00,0.2704
BARREIRAS,SOJA,2019-08-29 00:00:00+00:00,0.2544
BARREIRAS,SOJA,2019-09-06 00:00:00+00:00,0.2447
BARREIRAS,SOJA,2019-09-14 00:00:00+00:00,0.2311
BARREIRAS,SOJA,2019-09-22 00:00:00+00:00,0.2225
BARREIRAS,SOJA,2019-09-30 00:00:00+00:00,0.2149
BARREIRAS,SOJA,2019-10-08 00:00:00+00:00,0.1993
BARREIRAS,SOJA,2019-10-16 00:00:00+00:00,0.1992
BARREIRAS,SOJA,2019-10-24 00:00:00+00:00,0.171
BARREIRAS,SOJA,2019-11-01 00:00:00+00:00,0.2393
BARREIRAS,SOJA,2019-11-09 00:00:00+00:00,0.318
BARREIRAS,SOJA,2019-11-17 00:00:00+00:00,0.4205
BARREIRAS,SOJA,2019-11-25 00:00:00+00:00,0.5459
BARREIRAS,SOJA,2019-12-03 00:00:00+00:00,0.6553
BARREIRAS,SOJA,2019-12-11 00:00:00+00:00,0.7383
BARREIRAS,SOJA,2019-12-19 00:00:00+00:00,0.793
BARREIRAS,SOJA,2019-12-27 00:00:00+00:00,0.8032
BARREIRAS,SOJA,2020-01-01 00:00:00+00:00,0.8681
BARREIRAS,SOJA,2020-01-09 00:00:00+00:00,0.8786
BARREIRAS,SOJA,2020-01-17 00:00:00+00:00,0.9136
BARREIRAS,SOJA,2020-01-25 00:00:00+00:00,0.885
BARREIRAS,SOJA,2020-02-02 00:00:00+00:00,0.8178
BARREIRAS,SOJA,2020-02-10 00:00:00+00:00,0.7355
BARREIRAS,SOJA,2020-02-18 00:00:00+00:00,0.6471
BARREIRAS,SOJA,2020-02-26 00:00:00+00:00,0.5554
BARREIRAS,SOJA,2020-03-05 00:00:00+00:00,0.4763
BARREIRAS,SOJA,2020-03-13 00:00:00+00:00,0.3891
BARREIRAS,SOJA,2020-03-21 00:00:00+00:00,0.3707
BARREIRAS,SOJA,2020-03-29 00:00:00+00:00,0.3848
BARREIRAS,SOJA,2020-04-06 00:00:00+00:00,0.4025
BARREIRAS,SOJA,2020-04-14 00:00:00+00:00,0.4015
BARREIRAS,SOJA,2020-04-22 00:00:00+00:00,0.4126
BARREIRAS,SOJA,2020-04-30 00:00:00+00:00,0.3987
BARREIRAS,SOJA,2020-05-08 00:00:00+00:00,0.3674
BARREIRAS,SOJA,2020-05-16 00:00:00+00:00,0.3208
BARREIRAS,SOJA,2020-05-24 00:00:00+00:00,0.3505
BARREIRAS,SOJA,2020-06-01 00:00:00+00:00,0.4696
BARREIRAS,SOJA,2020-06-09 00:00:00+00:00,0.5503
BARREIRAS,SOJA,2020-06-17 00:00:00+00:00,0.6375
BARREIRAS,SOJA,2020-06-25 00:00:00+00:00,0.7285
BARREIRAS,SOJA,2020-07-03 00:00:00+00:00,0.7944
BARREIRAS,SOJA,2020-07-11 00:00:00+00:00,0.8172
BARREIRAS,SOJA,2020-07-19 00:00:00+00:00,0.7778
BARREIRAS,SOJA,2020-07-27 00:00:00+00:00,0.7298
BARREIRAS,SOJA,2020-08-04 00:00:00+00:00,0.6293
BARREIRAS,SOJA,2020-08-12 00:00:00+00:00,0.4912
BARREIRAS,SOJA,2020-08-20 00:00:00+00:00,0.3687
BARREIRAS,SOJA,2020-08-28 00:00:00+00:00,0.2744
BARREIRAS,SOJA,2020-09-05 00:00:00+00:00,0.2287
BARREIRAS,SOJA,2020-09-13 00:00:00+00:00,0.2062
BARREIRAS,SOJA,2020-09-21 00:00:00+00:00,0.1893
BARREIRAS,SOJA,2020-09-29 00:00:00+00:00,0.2054
BARREIRAS,SOJA,2020-10-07 00:00:00+00:00,0.2162
BARREIRAS,SOJA,2020-10-15 00:00:00+00:00,0.2171
BARREIRAS,SOJA,2020-10-23 00:00:00+00:00,0.2149
BARREIRAS,SOJA,2020-10-31 00:00:00+00:00,0.2947
BARREIRAS,SOJA,2020-11-08 00:00:00+00:00,0.4129
BARREIRAS,SOJA,2020-11-16 00:00:00+00:00,0.5453
BARREIRAS,SOJA,2020-11-24 00:00:00+00:00,0.692
BARREIRAS,SOJA,2020-12-02 00:00:00+00:00,0.8191
BARREIRAS,SOJA,2020-12-10 00:00:00+00:00,0.8994
BARREIRAS,SOJA,2020-12-18 00:00:00+00:00,0.9136
BARREIRAS,SOJA,2020-12-26 00:00:00+00:00,0.8908
BARREIRAS,SOJA,2021-01-01 00:00:00+00:00,0.8925
BARREIRAS,SOJA,2021-01-09 00:00:00+00:00,0.8697
BARREIRAS,SOJA,2021-01-17 00:00:00+00:00,0.8416
BARREIRAS,SOJA,2021-01-25 00:00:00+00:00,0.7743
BARREIRAS,SOJA,2021-02-02 00:00:00+00:00,0.662
BARREIRAS,SOJA,2021-02-10 00:00:00+00:00,0.5345
BARREIRAS,SOJA,2021-02-18 00:00:00+00:00,0.4032
BARREIRAS,SOJA,2021-02-26 00:00:00+00:00,0.3239
BARREIRAS,SOJA,2021-03-06 00:00:00+00:00,0.2837
BARREIRAS,SOJA,2021-03-14 00:00:00+00:00,0.2472
BARREIRAS,SOJA,2021-03-22 00:00:00+00:00,0.2543
BARREIRAS,SOJA,2021-03-30 00:00:00+00:00,0.2926
BARREIRAS,SOJA,2021-04-07 00:00:00+00:00,0.3707
BARREIRAS,SOJA,2021-04-15 00:00:00+00:00,0.4831
BARREIRAS,SOJA,2021-04-23 00:00:00+00:00,0.5989
BARREIRAS,SOJA,2021-05-01 00:00:00+00:00,0.7269
BARREIRAS,SOJA,2021-05-09 00:00:00+00:00,0.8272
BARREIRAS,SOJA,2021-05-17 00:00:00+00:00,0.8402
BARREIRAS,SOJA,2021-05-25 00:00:00+00:00,0.8273
BARREIRAS,SOJA,2021-06-02 00:00:00+00:00,0.8236
BARREIRAS,SOJA,2021-06-10 00:00:00+00:00,0.8173
BARREIRAS,SOJA,2021-06-18 00:00:00+00:00,0.8225
BARREIRAS,SOJA,2021-06-26 00:00:00+00:00,0.8094
BARREIRAS,SOJA,2021-07-04 00:00:00+00:00,0.7956
BARREIRAS,SOJA,2021-07-12 00:00:00+00:00,0.7577
BARREIRAS,SOJA,2021-07-20 00:00:00+00:00,0.6743
BARREIRAS,SOJA,2021-07-28 00:00:00+00:00,0.5754
BARREIRAS,SOJA,2021-08-05 00:00:00+00:00,0.4747
BARREIRAS,SOJA,2021-08-13 00:00:00+00:00,0.3876
BARREIRAS,SOJA,2021-08-21 00:00:00+00:00,0.3301
BARREIRAS,SOJA,2021-08-29 00:00:00+00:00,0.2749
BARREIRAS,SOJA,2021-09-06 00:00:00+00:00,0.2565
BARREIRAS,SOJA,2021-09-14 00:00:00+00:00,0.2288
BARREIRAS,SOJA,2021-09-22 00:00:00+00:00,0.2266
BARREIRAS,SOJA,2021-09-30 00:00:00+00:00,0.2269
BARREIRAS,SOJA,2021-10-08 00:00:00+00:00,0.2365
BARREIRAS,SOJA,2021-10-16 00:00:00+00:00,0.2592
BARREIRAS,SOJA,2021-10-24 00:00:00+00:00,0.2815
BARREIRAS,SOJA,2021-11-01 00:00:00+00:00,0.3465
BARREIRAS,SOJA,2021-11-09 00:00:00+00:00,0.4631
BARREIRAS,SOJA,2021-11-17 00:00:00+00:00,0.5878
BARREIRAS,SOJA,2021-11-25 00:00:00+00:00,0.7152
BARREIRAS,SOJA,2021-12-03 00:00:00+00:00,0.774
BARREIRAS,SOJA,2021-12-11 00:00:00+00:00,0.7908
BARREIRAS,SOJA,2021-12-19 00:00:00+00:00,0.8035
BARREIRAS,SOJA,2021-12-27 00:00:00+00:00,0.7709
BARREIRAS,SOJA,2022-01-01 00:00:00+00:00,0.7399
BARREIRAS,SOJA,2022-01-09 00:00:00+00:00,0.7851
BARREIRAS,SOJA,2022-01-17 00:00:00+00:00,0.787
BARREIRAS,SOJA,2022-01-25 00:00:00+00:00,0.7329
BARREIRAS,SOJA,2022-02-02 00:00:00+00:00,0.6215
BARREIRAS,SOJA,2022-02-10 00:00:00+00:00,0.5011
BARREIRAS,SOJA,2022-02-18 00:00:00+00:00,0.4009
BARREIRAS,SOJA,2022-02-26 00:00:00+00:00,0.2993
BARREIRAS,SOJA,2022-03-06 00:00:00+00:00,0.2339
BARREIRAS,SOJA,2022-03-14 00:00:00+00:00,0.2919
BARREIRAS,SOJA,2022-03-22 00:00:00+00:00,0.3497
BARREIRAS,SOJA,2022-03-30 00:00:00+00:00,0.4192
BARREIRAS,SOJA,2022-04-07 00:00:00+00:00,0.5216
BARREIRAS,SOJA,2022-04-15 00:00:00+00:00,0.5843
BARREIRAS,SOJA,2022-04-23 00:00:00+00:00,0.5735
BARREIRAS,SOJA,2022-05-01 00:00:00+00:00,0.5296
BARREIRAS,SOJA,2022-05-09 00:00:00+00:00,0.4581
BARREIRAS,SOJA,2022-05-17 00:00:00+00:00,0.384
BARREIRAS,SOJA,2022-05-25 00:00:00+00:00,0.2937
BARREIRAS,SOJA,2022-06-02 00:00:00+00:00,0.2789
BARREIRAS,SOJA,2022-06-10 00:00:00+00:00,0.3068
BARREIRAS,SOJA,2022-06-18 00:00:00+00:00,0.3193
BARREIRAS,SOJA,2022-06-26 00:00:00+00:00,0.346
BARREIRAS,SOJA,2022-07-04 00:00:00+00:00,0.4244
BARREIRAS,SOJA,2022-07-12 00:00:00+00:00,0.5109
BARREIRAS,SOJA,2022-07-20 00:00:00+00:00,0.6045
BARREIRAS,SOJA,2022-07-28 00:00:00+00:00,0.6508
BARREIRAS,SOJA,2022-08-05 00:00:00+00:00,0.7255
BARREIRAS,SOJA,2022-08-13 00:00:00+00:00,0.7558
BARREIRAS,SOJA,2022-08-21 00:00:00+00:00,0.7019
BARREIRAS,SOJA,2022-08-29 00:00:00+00:00,0.5993
BARREIRAS,SOJA,2022-09-06 00:00:00+00:00,0.482
BARREIRAS,SOJA,2022-09-14 00:00:00+00:00,0.371
BARREIRAS,SOJA,2022-09-22 00:00:00+00:00,0.2797
BARREIRAS,SOJA,2022-09-30 00:00:00+00:00,0.205
BARREIRAS,SOJA,2022-10-08 00:00:00+00:00,0.188
BARREIRAS,SOJA,2022-10-16 00:00:00+00:00,0.2196
BARREIRAS,SOJA,2022-10-24 00:00:00+00:00,0.2415
BARREIRAS,SOJA,2022-11-01 00:00:00+00:00,0.2554
BARREIRAS,SOJA,2022-11-09 00:00:00+00:00,0.2855
AJURICABA,TRIGO,2023-08-21 00:00:00+00:00,0.8786
AJURICABA,TRIGO,2023-08-29 00:00:00+00:00,0.8469
